dataset,model,variant,roc_auc,auc_95ci_lo,auc_95ci_hi,accuracy,f1,precision,recall,avg_precision,log_loss
gender,xgboost,a_baseline,0.8254401450176747,0.8055157875586407,0.8466547390802811,0.7476190476190476,0.7079889807162535,0.7249647390691114,0.6917900403768507,0.8065651802178337,0.5289421541776816
gender,xgboost,b_with_pseudo,0.8291158604463431,0.8097277587766977,0.8503847566295939,0.7494047619047619,0.7114461960246744,0.7248603351955307,0.6985195154777928,0.8099486633512669,0.523282468485786
gender,xgboost,c_with_tfidf,0.8248828266955475,0.8055167536618074,0.8456154837315123,0.7476190476190476,0.7063711911357341,0.7275320970042796,0.6864064602960969,0.8024592731709366,0.5320900905265573
gender,xgboost,d_pseudo_only,0.5068659319066176,0.5003605822378167,0.5143408185731606,0.5577380952380953,0.0,0.0,0.0,0.44567566743731274,0.6864310757791675
gender,xgboost,e_llm_raw,0.5068659319066176,0.5003605822378167,0.5143408185731606,0.4517857142857143,0.6135123793537558,0.4457317073170732,0.9838492597577388,0.44567566743731274,0.6923112525030289
